"uri","movie","year","star"
"http://dbpedia.org/resource/Daredevil_Jack","Daredevil Jack","1920 films","Lon Chaney, Sr."
"http://dbpedia.org/resource/Dark_Kingdom:_The_Dragon_King","Dark Kingdom: The Dragon King","2004 films","Max von Sydow"
"http://dbpedia.org/resource/Death_in_Venice_(film)","Death in Venice (film)","1971 films","Dirk Bogarde"
"http://dbpedia.org/resource/Dark_Kingdom:_The_Dragon_King","Dark Kingdom: The Dragon King","2004 films","Kristanna Loken"
"http://dbpedia.org/resource/Daredevil_Jack","Daredevil Jack","1920 films","Jack Dempsey"
"http://dbpedia.org/resource/Daredevil_(film)","Daredevil (film)","2003 films","Ben Affleck"
"http://dbpedia.org/resource/Daredevil_(film)","Daredevil (film)","2003 films","Jon Favreau"
"http://dbpedia.org/resource/Deadlock_(1970_film)","Deadlock (1970 film)","1970 films","Anthony Dawson"
"http://dbpedia.org/resource/Dark_Kingdom:_The_Dragon_King","Dark Kingdom: The Dragon King","2004 films","Benno Fürmann"
"http://dbpedia.org/resource/Daredevil_Jack","Daredevil Jack","1920 films","Josie Sedgwick"
"http://dbpedia.org/resource/Daredevil_(film)","Daredevil (film)","2003 films","Jennifer Garner"
"http://dbpedia.org/resource/Daredevil_(film)","Daredevil (film)","2003 films","Colin Farrell"
"http://dbpedia.org/resource/Death_in_Venice_(film)","Death in Venice (film)","1971 films","Silvana Mangano"
"http://dbpedia.org/resource/Death_in_Venice_(film)","Death in Venice (film)","1971 films","Björn Andrésen"
"http://dbpedia.org/resource/Dawg_(film)","Dawg (film)","2002 films","Elizabeth Hurley"
"http://dbpedia.org/resource/Deadlock_(1931_film)","Deadlock (1931 film)","1931 films","Marjorie Hume"
"http://dbpedia.org/resource/Deadlock_(1931_film)","Deadlock (1931 film)","1931 films","Warwick Ward"
"http://dbpedia.org/resource/Deadlock_(1970_film)","Deadlock (1970 film)","1970 films","Mario Adorf"
"http://dbpedia.org/resource/Deadlock_(1970_film)","Deadlock (1970 film)","1970 films","Marquard Bohm"
"http://dbpedia.org/resource/Darkness_(2015_film)","Darkness (2015 film)","2015 films","Tamara Dragicevic"
"http://dbpedia.org/resource/Deck_the_Halls_(2005_film)","Deck the Halls (2005 film)",,"Gabrielle Carteris"
"http://dbpedia.org/resource/Deadlock_(1943_film)","Deadlock (1943 film)",,"John Slater (actor)"
"http://dbpedia.org/resource/Deck_the_Halls_(2005_film)","Deck the Halls (2005 film)",,"Steve Bacic"
"http://dbpedia.org/resource/Deadlock_(1943_film)","Deadlock (1943 film)",,"Molly Hamley-Clifford"
"http://dbpedia.org/resource/Demolition_Man_(film)","Demolition Man (film)","1993 films","Sandra Bullock"
"http://dbpedia.org/resource/Detachment_(film)","Detachment (film)","2011 films","William Petersen"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(1973_film)","Deliver Us from Evil (1973 film)","1973 films","Jan-Michael Vincent"
"http://dbpedia.org/resource/Devadas","Devadas","1989 films","Venu Nagavalli"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(2014_film)","Deliver Us from Evil (2014 film)","2014 films","Eric Bana"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(1973_film)","Deliver Us from Evil (1973 film)","1973 films","Jim Davis (actor)"
"http://dbpedia.org/resource/Detachment_(film)","Detachment (film)","2011 films","Sami Gayle"
"http://dbpedia.org/resource/Devdas_(2013_film)","Devdas (2013 film)","2013 films","Moushumi"
"http://dbpedia.org/resource/Detachment_(film)","Detachment (film)","2011 films","Lucy Liu"
"http://dbpedia.org/resource/Deck_the_Halls_(2006_film)","Deck the Halls (2006 film)","2006 films","Danny DeVito"
"http://dbpedia.org/resource/Diabolique_(1996_film)","Diabolique (1996 film)","1996 films","Isabelle Adjani"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(2006_film)","Deliver Us from Evil (2006 film)","2006 films","Oliver O'Grady"
"http://dbpedia.org/resource/Detachment_(film)","Detachment (film)","2011 films","Blythe Danner"
"http://dbpedia.org/resource/Dickie_Roberts:_Former_Child_Star","Dickie Roberts: Former Child Star","2003 films","Rob Reiner"
"http://dbpedia.org/resource/Detachment_(film)","Detachment (film)","2011 films","Marcia Gay Harden"
"http://dbpedia.org/resource/Dickie_Roberts:_Former_Child_Star","Dickie Roberts: Former Child Star","2003 films","Mary McCormack"
"http://dbpedia.org/resource/Diary_(film)","Diary (film)","2006 films","Shawn Yue"
"http://dbpedia.org/resource/Devotion_(1946_film)","Devotion (1946 film)","1946 films","Sydney Greenstreet"
"http://dbpedia.org/resource/Devdas_(2013_film)","Devdas (2013 film)","2013 films","Apu Biswas"
"http://dbpedia.org/resource/Devotion_(1946_film)","Devotion (1946 film)","1946 films","Ida Lupino"
"http://dbpedia.org/resource/Devotion_(1946_film)","Devotion (1946 film)","1946 films","Paul Henreid"
"http://dbpedia.org/resource/Diary_(film)","Diary (film)","2006 films","Isabella Leong"
"http://dbpedia.org/resource/Devdas_(1936_film)","Devdas (1936 film)","1936 films","K. L. Saigal"
"http://dbpedia.org/resource/Devdas_(1935_film)","Devdas (1935 film)","1935 films","Jamuna Barua"
"http://dbpedia.org/resource/Devdas_(1936_film)","Devdas (1936 film)","1936 films","Jamuna Barua"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(1973_film)","Deliver Us from Evil (1973 film)","1973 films","Bradford Dillman"
"http://dbpedia.org/resource/Dickie_Roberts:_Former_Child_Star","Dickie Roberts: Former Child Star","2003 films","David Spade"
"http://dbpedia.org/resource/Devdas_(1955_film)","Devdas (1955 film)","1955 films","Dilip Kumar"
"http://dbpedia.org/resource/Devdas_(1937_film)","Devdas (1937 film)","1937 films","Phani Sarma"
"http://dbpedia.org/resource/Devdas_(1955_film)","Devdas (1955 film)","1955 films","Vyjayanthimala"
"http://dbpedia.org/resource/Demolition_Man_(film)","Demolition Man (film)","1993 films","Sylvester Stallone"
"http://dbpedia.org/resource/Demolition_Man_(film)","Demolition Man (film)","1993 films","Nigel Hawthorne"
"http://dbpedia.org/resource/Devotion_(1946_film)","Devotion (1946 film)","1946 films","Olivia de Havilland"
"http://dbpedia.org/resource/Detachment_(film)","Detachment (film)","2011 films","Tim Blake Nelson"
"http://dbpedia.org/resource/Detachment_(film)","Detachment (film)","2011 films","James Caan"
"http://dbpedia.org/resource/Devil's_Gate_(film)","Devil's Gate (film)","2004 films","Laura Fraser"
"http://dbpedia.org/resource/Deep_Freeze_(film)","Deep Freeze (film)","2003 films","Rebekah Ryan"
"http://dbpedia.org/resource/Diabolique_(1996_film)","Diabolique (1996 film)","1996 films","Sharon Stone"
"http://dbpedia.org/resource/Dharma_(1973_film)","Dharma (1973 film)","1973 films","Bindu (actress)"
"http://dbpedia.org/resource/Diabolique_(1996_film)","Diabolique (1996 film)","1996 films","Chazz Palminteri"
"http://dbpedia.org/resource/Diabolique_(1996_film)","Diabolique (1996 film)","1996 films","Kathy Bates"
"http://dbpedia.org/resource/Devadas","Devadas","1989 films","Nedumudi Venu"
"http://dbpedia.org/resource/Diabolique_(1996_film)","Diabolique (1996 film)","1996 films","Spalding Gray"
"http://dbpedia.org/resource/Deck_the_Halls_(2006_film)","Deck the Halls (2006 film)","2006 films","Kristin Chenoweth"
"http://dbpedia.org/resource/Diary_(film)","Diary (film)","2006 films","Charlene Choi"
"http://dbpedia.org/resource/Dharma_(1973_film)","Dharma (1973 film)","1973 films","Pran (actor)"
"http://dbpedia.org/resource/Deck_the_Halls_(2006_film)","Deck the Halls (2006 film)","2006 films","Kristin Davis"
"http://dbpedia.org/resource/Devdas_(2013_film)","Devdas (2013 film)","2013 films","Shakib Khan"
"http://dbpedia.org/resource/Devdas_(1935_film)","Devdas (1935 film)","1935 films","Pramathesh Barua"
"http://dbpedia.org/resource/Detachment_(film)","Detachment (film)","2011 films","Christina Hendricks"
"http://dbpedia.org/resource/Devdas_(1955_film)","Devdas (1955 film)","1955 films","Motilal"
"http://dbpedia.org/resource/Devdas_(1935_film)","Devdas (1935 film)","1935 films","Chandrabati Devi"
"http://dbpedia.org/resource/Detachment_(film)","Detachment (film)","2011 films","Bryan Cranston"
"http://dbpedia.org/resource/Diabolique_(1996_film)","Diabolique (1996 film)","1996 films","Donal Logue"
"http://dbpedia.org/resource/Devadas","Devadas","1989 films","Jagathy Sreekumar"
"http://dbpedia.org/resource/Devdas_(1936_film)","Devdas (1936 film)","1936 films","T. R. Rajakumari"
"http://dbpedia.org/resource/Detachment_(film)","Detachment (film)","2011 films","Adrien Brody"
"http://dbpedia.org/resource/Deck_the_Halls_(2006_film)","Deck the Halls (2006 film)","2006 films","Matthew Broderick"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(2014_film)","Deliver Us from Evil (2014 film)","2014 films","Olivia Munn"
"http://dbpedia.org/resource/Devdas_(1979_film)","Devdas (1979 film)","1979 films","Soumitra Chatterjee"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(1973_film)","Deliver Us from Evil (1973 film)","1973 films","George Kennedy"
"http://dbpedia.org/resource/Demolition_Man_(film)","Demolition Man (film)","1993 films","Wesley Snipes"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(1973_film)","Deliver Us from Evil (1973 film)","1973 films","Jack Weston"
"http://dbpedia.org/resource/Diabolique_(1996_film)","Diabolique (1996 film)","1996 films","Shirley Knight"
"http://dbpedia.org/resource/Devdas_(1955_film)","Devdas (1955 film)","1955 films","Suchitra Sen"
"http://dbpedia.org/resource/Dharma_(1973_film)","Dharma (1973 film)","1973 films","Ajit Khan"
"http://dbpedia.org/resource/Diabolique_(1996_film)","Diabolique (1996 film)","1996 films","Allen Garfield"
"http://dbpedia.org/resource/Devil's_Gate_(film)","Devil's Gate (film)","2004 films","Callum Blue"
"http://dbpedia.org/resource/Dharma_(1973_film)","Dharma (1973 film)","1973 films","Rekha"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(2014_film)","Deliver Us from Evil (2014 film)","2014 films","Sean Harris"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(2014_film)","Deliver Us from Evil (2014 film)","2014 films","Édgar Ramírez"
"http://dbpedia.org/resource/Devadas","Devadas","1989 films","Parvathy (actress)"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(2014_film)","Deliver Us from Evil (2014 film)","2014 films","Joel McHale"
"http://dbpedia.org/resource/Diabolique_(1996_film)","Diabolique (1996 film)","1996 films","Adam Hann-Byrd"
"http://dbpedia.org/resource/Deep_Freeze_(film)","Deep Freeze (film)","2003 films","Götz Otto"
"http://dbpedia.org/resource/Devadas","Devadas","1989 films","Madhu (actor)"
"http://dbpedia.org/resource/Deep_Freeze_(film)","Deep Freeze (film)","2003 films","Robert Axelrod"
"http://dbpedia.org/resource/Devdas_(1979_film)","Devdas (1979 film)","1979 films","Uttam Kumar"
"http://dbpedia.org/resource/Devdas_(1937_film)","Devdas (1937 film)","1937 films","Mohini"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(1973_film)","Deliver Us from Evil (1973 film)","1973 films","Charles Aidman"
"http://dbpedia.org/resource/Devdas_(1937_film)","Devdas (1937 film)","1937 films","Zubeida"
"http://dbpedia.org/resource/Deliver_Us_from_Evil_(2006_film)","Deliver Us from Evil (2006 film)","2006 films","Thomas P. Doyle"
"http://dbpedia.org/resource/Devadas","Devadas","1989 films","Ramya Krishna"
"http://dbpedia.org/resource/Devdas_(1979_film)","Devdas (1979 film)","1979 films","Supriya Choudhury"
"http://dbpedia.org/resource/Emily_Brontë's_Wuthering_Heights","Emily Brontë's Wuthering Heights","1992 films","Juliette Binoche"
"http://dbpedia.org/resource/Do_You_Believe_in_Magic_(film)","Do You Believe in Magic (film)","2008 films","Magic Johnson"
"http://dbpedia.org/resource/Doña_Bárbara_(1943_film)","Doña Bárbara (1943 film)","1943 films","María Félix"
"http://dbpedia.org/resource/East_Is_East_(1916_film)","East Is East (1916 film)","1916 films","Henry Edwards (actor)"
"http://dbpedia.org/resource/Doña_Bárbara_(1943_film)","Doña Bárbara (1943 film)","1943 films","Julián Soler"
"http://dbpedia.org/resource/Dirty_Deeds_(2002_film)","Dirty Deeds (2002 film)","2002 films","Sam Neill"
"http://dbpedia.org/resource/Doña_Bárbara_(1998_film)","Doña Bárbara (1998 film)","1998 films","Jorge Perugorría"
"http://dbpedia.org/resource/Drama_(film)","Drama (film)","2012 films","Radhika Pandit"
"http://dbpedia.org/resource/Emily_Brontë's_Wuthering_Heights","Emily Brontë's Wuthering Heights","1992 films","Janet McTeer"
"http://dbpedia.org/resource/Electricity_(film)","Electricity (film)","2014 films","Lenora Crichlow"
"http://dbpedia.org/resource/Drifting_Clouds_(film)","Drifting Clouds (film)","1996 films","Markku Peltola"
"http://dbpedia.org/resource/Downtown_(film)","Downtown (film)","1990 films","Forest Whitaker"
"http://dbpedia.org/resource/Electricity_(film)","Electricity (film)","2014 films","Agyness Deyn"
"http://dbpedia.org/resource/East_Is_East_(1916_film)","East Is East (1916 film)","1916 films","Florence Turner"
"http://dbpedia.org/resource/Empty_Nest_(film)","Empty Nest (film)","2008 films","Oscar Martínez (actor)"
"http://dbpedia.org/resource/Double_Happiness_(film)","Double Happiness (film)","1994 films","Callum Keith Rennie"
"http://dbpedia.org/resource/Endless_Harmony:_The_Beach_Boys_Story","Endless Harmony: The Beach Boys Story","1998 films","Dennis Wilson"
"http://dbpedia.org/resource/Doña_Bárbara_(1998_film)","Doña Bárbara (1998 film)","1998 films","Esther Goris"
"http://dbpedia.org/resource/Doña_Bárbara_(1943_film)","Doña Bárbara (1943 film)","1943 films","María Elena Marqués"
"http://dbpedia.org/resource/Dil_To_Pagal_Hai","Dil To Pagal Hai","1997 films","Madhuri Dixit"
"http://dbpedia.org/resource/Durai_(film)","Durai (film)","2008 films","Kirat Bhattal"
"http://dbpedia.org/resource/Electricity_(film)","Electricity (film)","2014 films","Paul Anderson (actor)"
"http://dbpedia.org/resource/Dirty_Deeds_(2002_film)","Dirty Deeds (2002 film)","2002 films","Toni Collette"
"http://dbpedia.org/resource/Endless_Harmony:_The_Beach_Boys_Story","Endless Harmony: The Beach Boys Story","1998 films","Dean Torrence"
"http://dbpedia.org/resource/Downtown_(film)","Downtown (film)","1990 films","Anthony Edwards"
"http://dbpedia.org/resource/Dogfight_(film)","Dogfight (film)","1991 films","Lili Taylor"
"http://dbpedia.org/resource/Downtown_(film)","Downtown (film)","1990 films","Penelope Ann Miller"
"http://dbpedia.org/resource/Employee_of_the_Month_(2004_film)","Employee of the Month (2004 film)","2004 films","Christina Applegate"
"http://dbpedia.org/resource/Drama_(film)","Drama (film)","2012 films","Sindhu Lokanath"
"http://dbpedia.org/resource/Envy_(2004_film)","Envy (2004 film)","2004 films","Christopher Walken"
"http://dbpedia.org/resource/Employee_of_the_Month_(2004_film)","Employee of the Month (2004 film)","2004 films","Matt Dillon"
"http://dbpedia.org/resource/Dirty_Deeds_(2005_film)","Dirty Deeds (2005 film)","2005 films","Milo Ventimiglia"
"http://dbpedia.org/resource/Dirty_Deeds_(2005_film)","Dirty Deeds (2005 film)","2005 films","Mark Derwin"
"http://dbpedia.org/resource/Endless_Harmony:_The_Beach_Boys_Story","Endless Harmony: The Beach Boys Story","1998 films","Mike Love"
"http://dbpedia.org/resource/Endless_Harmony:_The_Beach_Boys_Story","Endless Harmony: The Beach Boys Story","1998 films","Al Jardine"
"http://dbpedia.org/resource/Envy_(2004_film)","Envy (2004 film)","2004 films","Amy Poehler"
"http://dbpedia.org/resource/Envy_(2004_film)","Envy (2004 film)","2004 films","Ben Stiller"
"http://dbpedia.org/resource/Endless_Harmony:_The_Beach_Boys_Story","Endless Harmony: The Beach Boys Story","1998 films","Brian Wilson"
"http://dbpedia.org/resource/Dirty_Deeds_(2005_film)","Dirty Deeds (2005 film)","2005 films","Charles Durning"
"http://dbpedia.org/resource/Drifting_Clouds_(film)","Drifting Clouds (film)","1996 films","Kari Väänänen"
"http://dbpedia.org/resource/Divine_Madness_(film)","Divine Madness (film)","1980 films","Bette Midler"
"http://dbpedia.org/resource/Double_Platinum_(film)","Double Platinum (film)","1999 films","Brandy Norwood"
"http://dbpedia.org/resource/Endless_Harmony:_The_Beach_Boys_Story","Endless Harmony: The Beach Boys Story","1998 films","Carl Wilson"
"http://dbpedia.org/resource/Downtown_(film)","Downtown (film)","1990 films","Joe Pantoliano"
"http://dbpedia.org/resource/Double_Happiness_(film)","Double Happiness (film)","1994 films","Sandra Oh"
"http://dbpedia.org/resource/Dirty_Deeds_(2002_film)","Dirty Deeds (2002 film)","2002 films","Bryan Brown"
"http://dbpedia.org/resource/Double_Platinum_(film)","Double Platinum (film)","1999 films","Brian Stokes Mitchell"
"http://dbpedia.org/resource/Double_Platinum_(film)","Double Platinum (film)","1999 films","Christine Ebersole"
"http://dbpedia.org/resource/Double_Platinum_(film)","Double Platinum (film)","1999 films","Diana Ross"
"http://dbpedia.org/resource/Envy_(2004_film)","Envy (2004 film)","2004 films","Rachel Weisz"
"http://dbpedia.org/resource/Dogfight_(film)","Dogfight (film)","1991 films","River Phoenix"
"http://dbpedia.org/resource/Dusty_(film)","Dusty (film)","1983 films","Bill Kerr"
"http://dbpedia.org/resource/Dirty_Deeds_(2002_film)","Dirty Deeds (2002 film)","2002 films","John Goodman"
"http://dbpedia.org/resource/Endless_Harmony:_The_Beach_Boys_Story","Endless Harmony: The Beach Boys Story","1998 films","Bruce Johnston"
"http://dbpedia.org/resource/Double_Platinum_(film)","Double Platinum (film)","1999 films","Allen Payne"
"http://dbpedia.org/resource/Empty_Nest_(film)","Empty Nest (film)","2008 films","Cecilia Roth"
"http://dbpedia.org/resource/Dirty_Deeds_(2005_film)","Dirty Deeds (2005 film)","2005 films","Matthew Carey"
"http://dbpedia.org/resource/Dirty_Deeds_(2002_film)","Dirty Deeds (2002 film)","2002 films","Sam Worthington"
"http://dbpedia.org/resource/Endless_Harmony:_The_Beach_Boys_Story","Endless Harmony: The Beach Boys Story","1998 films","Tony Asher"
"http://dbpedia.org/resource/Durai_(film)","Durai (film)","2008 films","Arjun Sarja"
"http://dbpedia.org/resource/Empty_Nest_(film)","Empty Nest (film)","2008 films","Arturo Goetz"
"http://dbpedia.org/resource/Drifters_(2003_film)","Drifters (2003 film)","2003 films","Duan Yihong"
